date,actual,Naive,Seasonal Naive,Best ARIMA,Best ARIMAX,Best SARIMA,Best GARMA,Best GARMAX,Best SARIMAX
2025-06-28,72446.43316667,71629.25720833,74816.18320834,80318.07103897347,70227.74376300434,69882.99660281907,72749.51859458952,72814.03168856818,55525.033634818596
2025-06-29,65800.49454166999,71629.25720833,70248.53175001,80328.70666838622,64713.82462493064,64307.029668609975,72748.97642309651,66843.03808523569,49453.1532705323
2025-06-30,76579.505,71629.25720833,74499.63329166,80339.34229779897,74101.82610771275,74817.91729201503,72738.59792905969,77380.18979281907,59615.12960834913
2025-07-01,77316.40045833,71629.25720833,71629.25720833,80349.97792721172,75452.04327785678,76381.85471155585,72725.86846157224,78944.12523844643,61289.147221159634
2025-07-02,76696.37945834,71629.25720833,66416.57704167,80360.61355662446,76110.834063618,76257.20697575674,72719.4535454112,79241.2556754614,61588.01291724069
2025-07-03,76035.15095832999,71629.25720833,75394.72508333,80371.24918603721,76095.37766713485,76669.95391888036,72723.3420963002,79117.52210006448,61572.20664751719
2025-07-04,75430.72854167,71629.25720833,77224.80237501,80381.88481544996,75636.70825960983,76096.08225220103,72734.33431567032,78581.98174258531,61062.19118611935
2025-07-05,68710.96808334,71629.25720833,74816.18320834,80392.5204448627,70084.58894365664,69814.57111657229,72744.56776741157,72549.06012664127,54832.30554576123
2025-07-06,63037.02270834,71629.25720833,70248.53175001,80403.15607427545,64582.91371830432,64238.63805419154,72747.14945493444,66592.6377713788,48775.66155432675
2025-07-07,75553.39741666999,71629.25720833,74499.63329166,80413.7917036882,74241.37053542015,74749.55954942494,72740.74938771213,77189.53172466256,59117.12612128913
2025-07-08,75053.30104167,71629.25720833,71629.25720833,80424.42733310095,75880.05518776983,76313.5308407941,72730.13728869607,78981.29813336553,60672.858507455254
2025-07-09,74810.04608334,71629.25720833,66416.57704167,80435.0629625137,76245.06939697055,76188.91697682334,72722.65685607395,79342.18500926878,60922.027017442495
2025-07-10,76391.206,71629.25720833,75394.72508333,80445.69859192644,76241.43722722774,76601.69779177531,72723.17441208879,79247.61066346081,60921.4158278533
2025-07-11,76528.6365,71629.25720833,77224.80237501,80456.33422133919,75794.49082053968,76027.85999692434,72730.8916443641,78731.89916773407,60426.57068619859
2025-07-12,70588.99841667,71629.25720833,74816.18320834,80466.96985075194,70253.99466774204,69746.38273312394,72740.16528626086,72703.49768658246,54211.82486173716
2025-07-13,64098.315,71629.25720833,70248.53175001,80477.60548016468,64763.84406492158,64170.48354257154,72744.62047009557,66750.0017017657,48170.28444921894
2025-07-14,74480.64491666999,71629.25720833,74499.63329166,80488.24110957743,74433.72814449291,74681.43890963329,72741.50052272489,77406.68836954846,58526.81063286802
2025-07-15,76572.41041666,71629.25720833,71629.25720833,80498.87673899018,76083.74373869061,76245.4440728308,72733.29330819294,79259.22746112918,60097.55695412573
2025-07-16,76631.19166667,71629.25720833,66416.57704167,80509.51236840292,76459.99344381773,76120.86408068838,72725.77352146135,79677.08332679694,60361.68600257992
2025-07-17,77535.60970834,71629.25720833,75394.72508333,80520.14799781567,76467.502011225,76533.6787674687,72723.958824908,79657.12821645607,60375.97624306301
2025-07-18,77179.09633333,71629.25720833,77224.80237501,80530.78362722842,76031.60206078447,75959.87484444607,72728.74800932486,79220.17342266651,59895.96771398394
2025-07-19,70785.31216666,71629.25720833,74816.18320834,80541.41925664117,70502.05833130641,69678.43145247402,72736.51541106588,73226.37289038305,53695.98797807489
2025-07-20,64661.85879166,71629.25720833,70248.53175001,80552.05488605391,65022.766117501946,64102.56613374996,72741.82547269238,67280.85312245914,47669.13742655101
2025-07-21,75428.71337499999,71629.25720833,74499.63329166,80562.69051546666,74703.414282854,74613.55537264005,72741.2106955359,78068.79125759318,58040.27154402803
2025-07-22,77809.86408333,71629.25720833,71629.25720833,80573.32614487941,76364.09910621456,76177.5944076659,72735.38258552614,79967.10070588847,59625.53817772479
2025-07-23,79513.51420833,71629.25720833,66416.57704167,80583.96177429215,76750.92233053,76053.04828735183,72728.52255929138,80405.69888752408,59904.09423038142
2025-07-24,79058.833875,71629.25720833,75394.72508333,80594.5974037049,76768.90753972543,76465.8968459605,72725.29258667285,80388.96658237552,59932.71248987812
2025-07-25,77377.34829167,71629.25720833,77224.80237501,80605.23303311765,76343.3858595642,75892.12679476621,72727.65729515196,79932.22764990959,59466.92733062017
2025-07-26,70954.27208334,71629.25720833,74816.18320834,80615.8686625304,70824.12019697831,69610.71727462251,72733.68768859631,73856.72695947048,53281.060667867896
2025-07-27,66014.67354167,71629.25720833,70248.53175001,80626.50429194314,65355.00366751515,64034.8858277268,72739.08472850297,67823.49886113568,47268.207266006146
2025-07-28,76193.17883334,71629.25720833,74499.63329166,80637.13992135589,75045.72260030049,74545.90893844524,72740.21982245044,78643.78037527278,57653.21700809175
2025-07-29,76281.93991666,71629.25720833,71629.25720833,80647.77555076864,76716.37037836845,76109.98184529944,72736.53497940594,80495.11954298188,59252.23217019774
2025-07-30,75572.29679167,71629.25720833,66416.57704167,80658.41118018139,77113.04548278742,75985.46959681371,72730.74799520583,80887.42790673903,59544.40411997477
2025-07-31,75894.46762499999,71629.25720833,75394.72508333,80669.04680959413,76882.44928370394,76398.35202725072,72726.85339475925,80678.51407372857,59422.24667551945
2025-08-01,75788.51229166999,71629.25720833,77224.80237501,80679.68243900688,76489.56496479738,75824.61584788478,72727.35702024696,80059.75646230658,58906.56909606048
2025-08-02,70157.17920833,71629.25720833,74816.18320834,80690.31806841963,71285.49817579996,69543.24019956942,72731.65420502596,73956.1186268772,52798.79895139072
2025-08-03,64973.92666666,71629.25720833,70248.53175001,80700.95369783237,65825.74922212785,63967.44262450206,72736.61066878613,67907.96724246917,46798.976516191964
2025-08-04,75364.66912501,71629.25720833,74499.63329166,80711.58932724512,75525.70281391499,74478.49960704884,72738.82328492956,78739.4105721492,57196.85768991211
2025-08-05,77469.41120834,71629.25720833,71629.25720833,80722.22495665787,77205.44687487854,76042.60638573139,72736.9251893782,80607.79994539733,58808.579574626565
2025-08-06,76839.50033333,71629.25720833,66416.57704167,80732.86058607062,77611.07407639308,75918.128009074,72732.39287196696,81007.35955335703,59113.2884522814
2025-08-07,77288.467,71629.25720833,75394.72508333,80743.49621548336,77647.59822055192,76331.04431133936,72728.4029074356,80929.23672834826,59167.74662948084
2025-08-08,77758.91454166,71629.25720833,77224.80237501,80754.13184489611,77240.33995058223,75757.34200380176,72727.59767273805,80396.69656633027,58727.47815483401
2025-08-09,70153.88487499999,71629.25720833,74816.18320834,80764.76747430886,71739.05100309517,69476.00022731475,72730.32370091666,74221.81874472335,52566.79478999372
2025-08-10,62937.74000001,71629.25720833,70248.53175001,80775.4031037216,66287.61265179004,63900.236524075735,72734.52319076263,68121.64286333497,46578.78133533289
2025-08-11,73771.51354166001,71629.25720833,74499.63329166,80786.03873313435,75995.69873197639,74411.32737845086,72737.25907488543,78977.36369104667,56988.277917544314
2025-08-12,75484.26112499001,71629.25720833,71629.25720833,80796.6743625471,77683.38950371741,75975.46802896175,72736.74221932697,80848.49823070788,58611.41728262701
2025-08-13,76062.797,71629.25720833,66416.57704167,80807.30999195985,78096.7697219666,75851.02352413272,72733.47254042873,81266.844479703,58927.34151362065
2025-08-14,77032.33487501,71629.25720833,75394.72508333,80817.9456213726,78140.84503968271,76263.97369822641,72729.78145955518,81243.19208896479,58992.808885998864
2025-08-15,76747.11108334,71629.25720833,77224.80237501,80828.58125078534,77740.92773967843,75690.30526251717,72728.16137962611,80793.80459562188,58563.339595708334
2025-08-16,71155.33770834,71629.25720833,74816.18320834,80839.21688019809,72246.76100962235,69408.9973578585,72729.57044460489,74666.93293239632,52413.24174094909
2025-08-17,65441.03470833,71629.25720833,70248.53175001,80849.85250961084,66802.21740974807,63833.26752644783,72732.8685327403,68572.94781585275,46435.59665860277
2025-08-18,76625.58408333,71629.25720833,74499.63329166,80860.48813902358,76516.96192256486,74344.3922526513,72735.70439791185,79502.32117376727,56855.241222556186
2025-08-19,78793.54858333,71629.25720833,71629.25720833,80871.12376843633,78211.06584229927,75908.56677499054,72736.16736881362,81344.66370212416,58488.305147343315
2025-08-20,79175.08766667,71629.25720833,66416.57704167,80881.75939784908,78630.60487236262,75784.15614198985,72734.04991503317,81691.82807941086,58813.92771642767
2025-08-21,80433.09008334001,71629.25720833,75394.72508333,80892.39502726182,78680.57555674833,76197.1401879119,72730.89728487044,81565.02337554173,58888.86464799545
2025-08-22,80554.08120834001,71629.25720833,77224.80237501,80903.03065667457,78286.28104103012,75623.505624031,72728.87164902313,80985.58308604432,58468.63383320578
2025-08-23,75390.76404167,71629.25720833,74816.18320834,80913.66628608732,72797.45537729334,69342.23159120067,72729.25692008999,74723.92220632944,52327.54132795326
2025-08-24,68481.49254167,71629.25720833,70248.53175001,80924.30191550007,67357.962022463,63766.535631618346,72731.63882110796,68540.93023921367,46358.66669900918
2025-08-25,78036.97054167,71629.25720833,74499.63329166,80934.93754491281,77077.45691922991,74277.69422965017,72734.27898212211,79408.90955115622,56786.845331748154
2025-08-26,79651.59008333,71629.25720833,71629.25720833,80945.57317432556,78776.00241720933,75841.90262381775,72735.36003439198,81255.948876167,58428.205742843995
2025-08-27,78986.92845832999,71629.25720833,66416.57704167,80956.20880373831,79199.66540252948,75717.5258626454,72734.2143357961,81647.43855629333,58761.88631721699
2025-08-28,79246.2555,71629.25720833,75394.72508333,80966.84443315105,79253.433761655,76130.54378039579,72731.71299518607,81585.84580897634,58844.64218206417
2025-08-29,79208.65204166001,71629.25720833,77224.80237501,80977.4800625638,78862.60217501545,75556.94308834324,72729.59617562225,81096.27609672923,58431.99095288122
2025-08-30,71917.97358334,71629.25720833,74816.18320834,80988.11569197655,73376.89645466968,69275.70292734126,72729.25025499487,74921.52351506591,52298.2387324933
2025-08-31,66090.69299999,71629.25720833,70248.53175001,80998.7513213893,67681.85349243539,63700.04083958728,72730.7902706878,68676.66285127321,46172.211987042785
2025-09-01,77310.56991667,71629.25720833,74499.63329166,81009.38695080204,77154.82794675518,74211.23330944745,72733.05261381231,79985.35859410896,57809.3235560414
2025-09-02,79669.00554167,71629.25720833,71629.25720833,81020.02258021479,79161.12121489755,75775.47557544337,72734.45011004823,82301.52198424289,59522.22122474425
2025-09-03,79779.88862499999,71629.25720833,66416.57704167,81030.65820962754,79586.45544567959,75651.13268609937,72734.06481892688,83056.32271144913,59862.29202541148
2025-09-04,80249.30908333001,71629.25720833,75394.72508333,81041.29383904029,79641.51538103855,76064.1844756781,72732.23143622595,83266.89469110908,59951.204104072574
2025-09-05,80012.18029166,71629.25720833,77224.80237501,81051.92946845303,79251.5894922019,75490.6176554539,72730.24469041737,82973.42532885793,59544.47717875213
2025-09-06,72035.10320833,71629.25720833,74816.18320834,81062.56509786578,72048.38796366732,69209.41136628027,72729.43290923546,74810.54081930027,51885.97121014693
2025-09-07,66048.13199999,71629.25720833,70248.53175001,81073.20072727853,60725.63735535469,63633.78315035463,72730.25880026049,63038.52508350905,40207.251827171654
2025-09-08,78213.90108333,71629.25720833,74499.63329166,81083.83635669127,76362.52121230864,74145.00949204314,72732.05483566836,79614.63845255994,56503.987440750534
2025-09-09,81398.710125,71629.25720833,71629.25720833,81094.47198610402,79751.31052968276,75709.28562986742,72733.53555614947,81885.5225616899,59553.41254976596
2025-09-10,80240.89170833,71629.25720833,66416.57704167,81105.10761551677,80175.54464962232,75584.97661235176,72733.69782200457,82663.47742297173,59898.29217435264
2025-09-11,81188.53575000001,71629.25720833,75394.72508333,81115.74324492952,80229.09177106501,75998.06227375884,72732.48241684877,82963.4164985235,59991.80131197539
2025-09-12,80677.9155,71629.25720833,77224.80237501,81126.37887434226,79837.2378894747,75424.52932536298,72730.76365009102,82791.25285618492,59589.46429333605
2025-09-13,74400.14383333,71629.25720833,74816.18320834,81137.01450375501,74349.70121705385,69143.3569080177,72729.70850074945,76588.50108147481,53465.594646583566
2025-09-14,68520.97795834,71629.25720833,70248.53175001,81147.65013316776,68910.3307657447,63567.762563920405,72729.97246453645,69920.90170088057,47513.28044838898
2025-09-15,80075.39070833,71629.25720833,74499.63329166,81158.2857625805,78628.76951044775,74079.02277743726,72731.28521370397,81228.29338006825,57957.36663435334
2025-09-16,80854.10879166,71629.25720833,71629.25720833,81168.92139199325,80325.06838981198,75643.33278708988,72732.68369110103,83348.80800181768,59613.99231206817
2025-09-17,80486.27560416999,71629.25720833,66416.57704167,81179.557021406,80745.2845125195,75519.05764140257,72733.19919294979,84003.04535487323,59962.30749605225
2025-09-18,80560.31283334,71629.25720833,75394.72508333,81190.19265081875,80794.39769460224,75932.177174638,72732.51124716483,84207.86532368675,60059.07997734456
2025-09-19,82101.13287500001,71629.25720833,77224.80237501,81200.8282802315,80397.69632310029,75358.67809807048,72731.12927218544,83971.18074469935,59659.84106261545
2025-09-20,76677.31975001,71629.25720833,74816.18320834,81211.46390964424,74904.90176004042,69077.53955255354,72730.00380598092,77808.72948401303,53538.911563774
2025-09-21,72250.87116667,71629.25720833,70248.53175001,81222.09953905699,69459.8669358519,63501.9790802846,72729.86059025284,71618.62621616945,47589.387138868755
2025-09-22,81880.91908334,71629.25720833,74499.63329166,81232.73516846974,79172.23952108379,74013.2731656298,72730.72304359455,83221.27243965557,58036.12059142728
2025-09-23,79863.18362499,71629.25720833,71629.25720833,81243.37079788248,80862.07593373132,75577.61704711076,72731.93488389647,85338.56987825363,59695.259171564256
2025-09-24,79450.88712500001,71629.25720833,66416.57704167,81254.00642729523,81275.43955005184,75453.3757732518,72732.6396931797,85882.0969028159,60045.96129809553
2025-09-25,77461.293,71629.25720833,75394.72508333,81264.64205670798,81317.3172443715,75866.52917831557,72732.3695540542,85933.23201364533,60145.00341445306
2025-09-26,76096.62862499,71629.25720833,77224.80237501,81275.27768612072,80913.00525316095,75293.0639735764,72731.34008839697,85527.10098143292,59747.92571328122
2025-09-27,69905.13366666,71629.25720833,74816.18320834,81285.91331553347,75412.23357733333,69011.9592998878,72730.26798767758,79132.45304336053,53629.05811071311
2025-09-28,65828.37883333,71629.25720833,70248.53175001,81296.54894494622,69958.864571861,63436.43269944721,72729.859842977,72800.08057268622,47681.50557114718
2025-09-29,77548.96475001,71629.25720833,74499.63329166,81307.18457435897,79662.55611156192,73947.76065662075,72730.3357846487,84598.53146426239,58130.13038969514
2025-09-30,81766.70579167,71629.25720833,71629.25720833,81317.82020377171,81085.05700742286,75512.13840993006,72731.30753193155,86645.38977078114,59626.83599877659
2025-10-01,80921.23679165999,71629.25720833,66416.57704167,81328.45583318446,81943.2863850419,75387.93100789945,72732.07335286039,86701.13086646298,60318.70340282331
2025-10-02,80756.75454165999,71629.25720833,75394.72508333,81339.09146259721,82281.21481257876,75801.11828479158,72732.10848254086,86464.55636404137,60484.36513027286
2025-10-03,81163.76354166999,71629.25720833,77224.80237501,81349.72709200995,81866.95162855234,75227.68695188075,72731.40985465399,85836.94917594333,60088.9547064732
2025-10-04,74619.08725000001,71629.25720833,74816.18320834,81360.3627214227,76355.9442554683,68946.6161500205,72730.47001661878,79245.59989610365,53971.7234571614
2025-10-05,70147.17208332001,71629.25720833,70248.53175001,81370.99835083545,70892.06968663554,63371.12342140825,72729.91765956997,72747.58839964765,48025.78655584715
2025-10-06,83742.84095833001,71629.25720833,74499.63329166,81381.6339802482,80585.00111374409,73882.48525041014,72730.08585718446,84370.43512763536,58476.01655490018
2025-10-07,83428.927375,71629.25720833,71629.25720833,81392.26960966094,82254.82190332074,75446.8968755478,72730.80345088572,86404.15703267866,60138.58064719429
2025-10-08,81076.54758334,71629.25720833,66416.57704167,81402.90523907369,82647.62377253476,75322.72334534553,72731.53789502685,86853.67770456473,60492.65734761192
2025-10-09,80772.39837501,71629.25720833,75394.72508333,81413.54086848644,82668.42328990219,75735.944494066,72731.77413734292,86829.83775745082,60595.04330728333
2025-10-10,80442.55083333,71629.25720833,77224.80237501,81424.17649789919,82242.54769622616,75162.54703298352,72731.36135351237,86353.28340750033,60201.298995524034
2025-10-11,74167.11625001,71629.25720833,74816.18320834,81434.81212731193,75001.74939300114,68881.51010295162,72730.59510734891,77753.44211217081,52555.32602941202
2025-10-12,69580.66016667,71629.25720833,70248.53175001,81445.44775672468,63639.80058230824,63306.05124616771,72729.99358240949,65477.2265714457,40888.73252483714
2025-10-13,81803.553,71629.25720833,74499.63329166,81456.08338613743,79235.9338449696,73817.44694699795,72729.93570742403,82650.31306296829,57197.23013252539
2025-10-14,81901.04570834001,71629.25720833,71629.25720833,81466.71901555017,82582.47256466236,75381.89244396395,72730.41304792391,84971.32708323955,60258.09726307685
2025-10-15,81172.17,71629.25720833,66416.57704167,81477.35464496292,82963.01177460542,75257.75278559004,72731.05652145616,85758.60639597313,60614.14343634393
2025-10-16,83064.835625,71629.25720833,75394.72508333,81487.99027437567,82971.47860785875,75671.00780613886,72731.40496007224,86069.3028082947,60718.58865073526
2025-10-17,84770.34962501,71629.25720833,77224.80237501,81498.62590378842,82533.22116829795,75097.64421688473,72731.2213697676,85899.8657025279,60327.00264964873
2025-10-18,78773.69729166,71629.25720833,74816.18320834,81509.26153320116,76998.0228728821,68816.64115868117,72730.64081365617,79470.16604886726,54213.74469367376
2025-10-19,67982.96445834,71629.25720833,70248.53175001,81519.89716261391,71509.80094762343,63241.21617372561,72730.05905079517,72558.76653559493,48271.94881730049
2025-10-20,75729.17050000001,71629.25720833,74499.63329166,81530.53279202666,81178.26949481182,73752.6457463842,72729.85123426621,84292.60801102215,58726.506042788
2025-10-21,75997.259875,71629.25720833,71629.25720833,81541.1684214394,82823.55338899745,75317.12511517854,72730.11987267435,86473.12059988391,60393.60159470342
2025-10-22,75896.31570834,71629.25720833,66416.57704167,81551.80405085215,83191.78636982932,75193.01932863297,72730.64045633869,87089.15339754737,60752.431534555806
2025-10-23,76837.98691666,71629.25720833,75394.72508333,81562.4396802649,83188.02745748647,75606.30822101014,72731.03065797167,87205.61943929637,60859.8095285122
2025-10-24,78398.05775,71629.25720833,77224.80237501,81573.07530967765,82737.64668623515,75032.97850358435,72731.01692183035,86857.73967930493,60471.312483271686
2025-10-25,74811.96483333,71629.25720833,74816.18320834,81583.7109390904,77190.44937033817,68752.00931720914,72730.61325226915,80386.13653805826,54361.30643129637
2025-10-26,70591.07491667,71629.25720833,70248.53175001,81594.34656850314,71690.37455170453,63176.618204081926,72730.09616713971,73891.9609379991,48422.93176642255
2025-10-27,81017.96316667,71629.25720833,74499.63329166,81604.98219791589,81347.15801843726,73688.08164856886,72729.80379231455,85783.979191989,58881.08543722918
2025-10-28,83349.15424999,71629.25720833,71629.25720833,81615.61782732864,82980.94615190277,75252.59488919155,72729.90432873934,87937.00800701942,60551.958141729745
2025-10-29,83448.485,71629.25720833,66416.57704167,81626.25345674138,83337.89397053939,75128.52297447433,72730.2917692196,88519.7683584794,60914.75094286532
2025-10-30,82649.84866667,71629.25720833,75394.72508333,81636.88908615413,83323.08149626409,75541.84573867984,72730.67228151095,88630.70237956531,61026.28201783817
2025-10-31,80467.77779166,71629.25720833,77224.80237501,81647.52471556688,82603.58085620197,74968.5498930824,72730.77268944113,88121.64862530572,60477.8787995306
2025-11-01,74616.62795833,71629.25720833,74816.18320834,81658.16034497962,75054.66018601874,68687.61457853553,72730.52376020292,79274.54366134357,52349.83743966762
2025-11-02,70125.04233334001,71629.25720833,70248.53175001,81668.79597439237,63963.909230963334,63112.25733723666,72730.09588247258,66811.33761563446,40758.7053549174
2025-11-03,81096.13520833,71629.25720833,74499.63329166,81679.43160380512,79526.03151212039,73623.75465355194,72729.77104706732,84394.5990855303,57078.256761175995
2025-11-04,83095.447,71629.25720833,71629.25720833,81690.06723321787,82839.11603747481,75188.30176600297,72729.74647586193,86803.95617690537,60150.69683168825
2025-11-05,86037.16408334,71629.25720833,66416.57704167,81700.70286263061,83186.8192983308,75064.2637231141,72730.00612761032,87626.77843724622,60518.84919983397
2025-11-06,83160.66187499999,71629.25720833,75394.72508333,81711.33849204336,83163.12906103437,75477.62035914796,72730.34307263086,87926.09546462254,60635.946545751554
2025-11-07,82899.23525,71629.25720833,77224.80237501,81721.9741214561,82693.45309722117,74904.35838537886,72730.50948759656,87707.13289442894,60257.56981245874
2025-11-08,75994.20616666,71629.25720833,74816.18320834,81732.60975086885,77127.63338611691,68623.45694266034,72730.38615273153,81107.96922261386,54158.08793024473
2025-11-09,68352.880125,71629.25720833,70248.53175001,81743.2453802816,71609.64447165282,63048.133573189814,72730.05595552342,74082.42563239194,48230.64302820918
2025-11-10,78111.91016667,71629.25720833,74499.63329166,81753.88100969435,81249.25639230186,73559.66476133344,72729.73697447701,86076.69588421854,58700.132605733124
2025-11-11,80112.29137501,71629.25720833,71629.25720833,81764.5166391071,82866.64844149153,75124.24574561282,72729.62795901275,88347.28398164322,60382.746707521386
2025-11-12,82906.98445833,71629.25720833,66416.57704167,81775.15226851984,83208.00712703977,75000.24157455229,72729.77524907317,89051.15461785224,60757.684521762785
2025-11-13,83977.37179167,71629.25720833,75394.72508333,81785.78789793259,83178.44245569703,75413.6320824145,72730.04975677081,89303.93244827344,60881.76111451117
2025-11-14,84021.14370832,71629.25720833,77224.80237501,81796.42352734534,80985.36367187416,74840.40398047374,72730.24358893256,86794.26218556224,58980.10443432992
2025-11-15,75920.615625,71629.25720833,74816.18320834,81807.05915675809,69528.49949996723,68559.53640958357,72730.21463986662,73771.87111416872,47165.56124142358
2025-11-16,73660.05708333,71629.25720833,70248.53175001,81817.69478617083,69921.37393782291,62984.24691194139,72729.97894601835,73875.62711250335,47102.097118615
2025-11-17,85069.392875,71629.25720833,74499.63329166,81828.33041558358,81245.9856411244,73495.81197191335,72729.6912812927,86164.84505943322,58975.704632218556
2025-11-18,85436.14291666,71629.25720833,71629.25720833,81838.96604499633,82860.004365257,75060.42682802108,72729.53316916483,88675.174652482,60666.18820241714
2025-11-19,83372.04779167,71629.25720833,66416.57704167,81849.60167440907,81480.5030217944,74936.4565287889,72729.58892456305,87241.87938403577,59518.704684207456
2025-11-20,77654.57458333,71629.25720833,75394.72508333,81860.23730382182,75562.47313224975,75349.88090847945,72729.79401662052,80283.48878901331,53928.54378712412
2025-11-21,81505.41129166,71629.25720833,77224.80237501,81870.87293323457,81000.8779093657,74776.68667836704,72729.98668273083,86977.21120379886,59422.10235266556
2025-11-22,78580.31158333001,71629.25720833,74816.18320834,81881.50856264732,77117.79286400312,68495.85297930521,72730.02238003352,80179.3638779446,54734.836209073605
2025-11-23,72707.36508332999,71629.25720833,70248.53175001,81892.14419206006,71594.68682453677,62920.59735349138,72729.87041549261,73984.38283242918,48823.49308586999
2025-11-24,82285.24370833,71629.25720833,74499.63329166,81902.77982147281,81230.22881370233,73432.19628529169,72729.62848652551,86201.23553847296,59309.36737826155
2025-11-25,83301.59120832,71629.25720833,71629.25720833,81913.41545088556,82844.60486251905,74996.84501322776,72729.44977727006,88662.56010917763,61008.63094723254
2025-11-26,83898.32620832999,71629.25720833,66416.57704167,81924.0510802983,83184.00596635812,74872.90858582393,72729.4365656193,89331.16883111274,61400.46360235736
2025-11-27,85134.00712501,71629.25720833,75394.72508333,81934.68670971105,83153.54434248291,75286.36683734282,72729.5739534911,88833.90882418143,61541.65985818989
2025-11-28,87007.75133333,71629.25720833,77224.80237501,81945.3223391238,82678.63901354364,74713.20647905876,72729.74626865287,88498.16142228093,61187.77456472178
2025-11-29,80213.68083333,71629.25720833,74816.18320834,81955.95796853655,77109.13993167286,68432.40665182528,72729.82059797988,81879.36714377925,55113.14879318215
2025-11-30,75052.12554167,71629.25720833,70248.53175001,81966.5935979493,71330.707710041,62857.18489783979,72729.73743388431,75158.19583866085,49046.641601379386
2025-12-01,87575.05570833999,71629.25720833,74499.63329166,81977.22922736204,80784.9977833009,73368.81770146845,72729.54685787504,86573.85261585422,60521.99800355232
2025-12-02,88741.14766667,71629.25720833,71629.25720833,81987.86485677479,82709.0783876873,74933.50030123287,72729.36879482171,88234.19804591854,62295.28916759551
2025-12-03,88006.80474999,71629.25720833,66416.57704167,81998.50048618753,83052.97050714285,74809.59774565737,72729.30828705782,88355.77688947749,62696.22902057903
2025-12-04,86239.93816667,71629.25720833,75394.72508333,82009.13611560028,83027.47871998274,75223.08986900462,72729.38540604229,88018.64541886841,62846.5077472801
2025-12-05,86083.16279166,71629.25720833,77224.80237501,82019.77174501303,82558.00980305109,74649.9633825489,72729.52630858457,87283.27459510698,62501.664222033236
2025-12-06,81055.92516667,71629.25720833,74816.18320834,82030.40737442578,76994.40035758135,68369.19742714376,72729.61816567808,80457.1135254449,56436.023190625965
2025-12-07,76111.04166665999,71629.25720833,70248.53175001,82041.04300383852,71480.61514548848,62794.00954498662,72729.58743033196,73734.20656476587,50542.68053957479
2025-12-08,85913.86741667,71629.25720833,74499.63329166,82051.67863325127,81126.41000815091,73305.67622044362,72729.4473476727,85307.73137807139,61046.48553014635
2025-12-09,85042.76070833999,71629.25720833,71629.25720833,82062.31426266402,82751.94562562402,74870.39269203639,72729.28430833977,87153.02297090272,62763.578040670414
2025-12-10,83625.00529167001,71629.25720833,66416.57704167,82072.94989207677,83103.38548479334,74746.52400828924,72729.19557572289,87400.86974176618,63173.10523658717
2025-12-11,85721.17170833,71629.25720833,75394.72508333,82083.58552148951,83085.8121825888,75160.05000346483,72729.22305128537,87140.93601197976,63331.828381217
2025-12-12,87390.10820833,71629.25720833,77224.80237501,82094.22115090226,82624.61306014878,74586.95738883746,72729.32799331618,86397.90707311236,62995.268522312785
2025-12-13,80087.04695833,71629.25720833,74816.18320834,82104.856780315,77069.6043824865,68306.22530526067,72729.42153515154,79617.08508650855,56937.732435560756
2025-12-14,74479.59429167,71629.25720833,70248.53175001,82115.49240972775,71564.72971334243,62731.07129493187,72729.4273825683,72944.30128494938,51052.29792600232
2025-12-15,86922.68116666,71629.25720833,74499.63329166,82126.1280391405,81219.72287464578,73242.77184221722,72729.33262624868,84419.38557866159,61563.79609468682
2025-12-16,87314.82787501,71629.25720833,71629.25720833,82136.76366855325,82854.72174844061,74807.52218563833,72729.1930174817,86255.50136446425,63288.34861403643
2025-12-17,81901.42599999,71629.25720833,66416.57704167,82147.399297966,83215.86628969436,74683.68737371953,72729.0916175534,86520.87929162184,63705.0844312993
2025-12-18,80953.42720833,71629.25720833,75394.72508333,82158.03492737874,83208.21487601423,75097.24724072346,72729.08125703185,86276.55010516773,63870.746613011215
2025-12-19,81343.03395833,71629.25720833,77224.80237501,82168.67055679149,82757.12999005962,74524.18849792444,72729.15051651497,85537.87962002282,63540.83806545814
2025-12-20,76545.83583334001,71629.25720833,74816.18320834,82179.30618620424,77212.4024490983,68243.49028617599,72729.23491569985,78804.33610638458,57489.647512235315
2025-12-21,73120.26995833,71629.25720833,70248.53175001,82189.94181561698,71717.94983128057,62668.37014767554,72729.2633099987,72146.74724789895,51610.23482980657
2025-12-22,82438.34175001,71629.25720833,74499.63329166,82200.57744502973,81383.47948794135,73180.10456678923,72729.20627005544,83394.09133402855,62127.41334830287
2025-12-23,83896.03912501,71629.25720833,71629.25720833,82211.21307444248,83029.10239966854,74744.88878203869,72729.09368263217,85139.81944421148,63857.287160970984
2025-12-24,78709.00345833,71629.25720833,66416.57704167,82221.84870385523,81682.92137763972,74621.08784194823,72728.99136327032,83168.0637212984,62748.51926043407
2025-12-25,71112.40491667,71629.25720833,75394.72508333,82232.48433326797,75799.84357097714,75034.68158078051,72728.95468775334,76042.81774772337,57196.31848753566
2025-12-26,81667.20412501,71629.25720833,77224.80237501,82243.11996268072,81274.74367360787,74461.65670980983,72728.99178251918,82046.58561141718,62727.000083927436
2025-12-27,81916.083125,71629.25720833,74816.18320834,82253.75559209347,77429.60469524565,68180.99236988973,72729.06060027769,75863.41804553564,58075.937690010964
